Reef,Date,Grid Square,PTVO,CECR,EPST,CEFU,EPGU,STPA,STDE,TOL,MYTI/MYBO,Other,Unsure,
MIN,24-Aug,350,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,351,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,352,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,353,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,354,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,355,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,356,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,357,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,358,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,359,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,360,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,361,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,362,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,363,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,364,0,6,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,365,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,366,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,367,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,368,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,369,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,370,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,371,15,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,372,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,373,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,374,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,375,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,376,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,377,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,378,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,379,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,380,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,381,0,0,37,0,0,0,0,0,0,0,0,
MIN,24-Aug,382,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,383,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,384,0,0,0,0,0,7,0,0,0,0,0,
MIN,24-Aug,385,0,0,0,0,0,0,0,1,0,0,0,
MIN,24-Aug,386,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,387,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,388,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,389,0,0,0,0,0,0,0,0,0,0,0,
MIN,24-Aug,390,0,0,0,0,0,0,0,0,0,0,0,
